hip_sagittal_smoothed
-6.79551440049121
-6.769469719046733
-6.743453669754793
-6.7174919287527315
-6.691610005724183
-6.665833170307334
-6.640186379904481
-6.61469420928926
-6.589380782389922
-6.564269706605329
-6.539384009985463
-6.514746081580281
-6.4903776152302655
-6.466299557039222
-6.442532056735326
-6.4190944230904545
-6.3960050835309845
-6.373281548035843
-6.35094037738029
-6.32899715574693
-6.307466467689451
-6.28636187939985
-6.265695924196846
-6.245480092122306
-6.225724823503919
-6.206439506316634
-6.187632477152481
-6.169311025588835
-6.151481401728891
-6.134148826675313
-6.117317505688755
-6.100990643777238
-6.085170463460131
-6.069858224451666
-6.055054245013371
-6.040757924732372
-6.026967768492877
-6.0136814114212225
-6.000895644600111
-5.988606441365057
-5.976808984014936
-5.9654976907888155
-5.954666242982369
-5.9443076120989335
-5.934414086952088
-5.924977300658374
-5.915988257479971
-5.907437359497393
-5.899314433111516
-5.8916087553919105
-5.884309080304536
-5.877403664866024
-5.870880295283852
-5.864726313151701
-5.858928641776838
-5.853473812721755
-5.84834799264522
-5.843537010528476
-5.8390263853707856
-5.8348013544345925
-5.830846902114766
-5.8271477894985795
-5.823688584673548
-5.8204536938291955
-5.8174273931863825
-5.814593861774293
-5.8119372150607145
-5.809441539426121
-5.807090927456453
-5.804869514013676
-5.802761513027336
-5.800751254934614
-5.7988232246811355
-5.796962100179962
-5.795152791112159
-5.793380477939156
-5.791630650984871
-5.789889149434489
-5.7881422000868685
-5.786376455688963
-5.784579032673353
-5.782737548114185
-5.780840155712425
-5.778875580618448
-5.776833152898658
-5.774702839452981
-5.772475274191837
-5.770141786284441
-5.767694426295126
-5.765125990030713
-5.762430039929797
-5.75960092383421
-5.756633790993649
-5.753524605166747
-5.750270154695365
-5.746868059443856
-5.743316774511111
-5.739615590640543
-5.735764631271502
-5.731764846194952
-5.72761800179643
-5.723326667890178
-5.718894201169824
-5.714324725322805
-5.709623107877843
-5.70479493387691
-5.699846476485021
-5.694784664672849
-5.689617048128077
-5.684351759571617
-5.678997474673921
-5.673563369784512
-5.668059077704202
-5.6624946417441855
-5.656880468328987
-5.651227278410958
-5.645546057972525
-5.63984800789852
-5.634144493504543
-5.628446994008421
-5.6227670522302535
-5.617116224802421
-5.611506033164104
-5.605947915605576
-5.600453180615747
-5.595032961772271
-5.589698174397289
-5.584459474183571
-5.579327217975814
-5.5743114268703
-5.569421751773379
-5.56466744153555
-5.560057313753534
-5.555599728308138
-5.5513025636810465
-5.547173196069307
-5.54321848129263
-5.539444739465801
-5.535857742386952
-5.532462703572323
-5.5292642708497235
-5.526266521406404
-5.523472959172592
-5.5208865144097
-5.518509545362256
-5.516343841825028
-5.51439063047154
-5.512650581787318
-5.511123818450565
-5.509809925004574
-5.508707958669733
-5.507816461148548
-5.507133471284251
-5.506656538442247
-5.506382736493528
-5.506308678290103
-5.506430530534084
-5.506744028954161
-5.507244493715476
-5.50792684500114
-5.508785618715587
-5.5098149822713145
-5.5110087504312775
-5.512360401188916
-5.513863091676468
-5.515509674099659
-5.51729271170304
-5.519204494774975
-5.521237056704735
-5.523382190106097
-5.525631463022528
-5.527976235228421
-5.530407674639054
-5.532916773839099
-5.535494366735823
-5.538131145338669
-5.5408176766619714
-5.543544419742307
-5.5463017427565795
-5.549079940221677
-5.551869250251592
-5.554659871843368
-5.55744198215951
-5.560205753771509
-5.562941371827213
-5.565639051103888
-5.568289052909172
-5.570881701793668
-5.57340740204174
-5.575856653911109
-5.5782200695970605
-5.580488388903344
-5.5826524946090865
-5.5847034275290515
-5.586632401273194
-5.588430816720436
-5.5900902762307405
-5.5916025976285475
-5.592959827999312
-5.59415425734881
-5.595178432182008
-5.596025169064111
-5.596687568230885
-5.597159027318125
-5.597433255281089
-5.597504286573585
-5.597366495653193
-5.597014611873571
-5.596443734817014
-5.59564935011039
-5.594627345755259
-5.593374028988623
-5.591886143674342
-5.590160888207237
-5.588195933892243
-5.5859894437403055
-5.583540091601049
-5.5808470815302735
-5.577910167268182
-5.5747296716825305
-5.5713065060100115
-5.567642188709451
-5.563738863722473
-5.559599317921406
-5.5552269975108475
-5.5506260231388245
-5.545801203466268
-5.540758046939709
-5.535502771512124
-5.530042312060681
-5.5243843252580405
-5.518537191665745
-5.512510014834154
-5.50631261721318
-5.499955532701606
-5.493449995689729
-5.4868079264802425
-5.480041913005132
-5.473165188791613
-5.466191607167203
-5.459135611732388
-5.45201220316855
-5.444836902488047
-5.437625710872291
-5.430395066281505
-5.423161797056091
-5.415943072763665
-5.408756352577123
-5.401619331497334
-5.3945498847585345
-5.3875660107750525
-5.380685773004091
-5.373927241110929
-5.367308431829707
-5.360847249914966
-5.354561429576282
-5.34846847678075
-5.342585612795923
-5.336929719329257
-5.331517285599588
-5.326364357651937
-5.321486490199485
-5.316898701246392
-5.312615429712708
-5.308650496248585
-5.305017067389812
-5.301727623171031
-5.298793928277369
-5.296227006780226
-5.294037120469057
-5.292233750758798
-5.290825584122397
-5.2898205009702615
-5.28922556787351
-5.289047033006151
-5.289290324662706
-5.289960052692682
-5.291060012681463
-5.292593192698941
-5.294561782432116
-5.296967184516025
-5.299810027878445
-5.303090182917479
-5.306806778337257
-5.310958219474984
-5.315542207962272
-5.320555762574564
-5.325995241134163
-5.33185636334448
-5.338134234445276
-5.344823369590458
-5.351917718861121
-5.35941069283671
-5.367295188656088
-5.375563616507854
-5.384207926495208
-5.393219635824935
-5.402589856272734
-5.412309321878026
-5.422368416820746
-5.432757203430517
-5.4434654502751805
-5.454482660271233
-5.465798098753386
-5.477400821434673
-5.489279702182407
-5.5014234605293035
-5.513820688833399
-5.526459878995373
-5.539329448637849
-5.552417766648349
-5.565713177986162
-5.579204027653514
-5.592878683733395
-5.606725559400149
-5.620733133814635
-5.634889971823331
-5.649184742390198
-5.6636062357012475
-5.678143378894498
-5.69278525038208
-5.707521092746445
-5.722340324208717
-5.737232548683713
-5.752187564452968
-5.767195371503645
-5.782246177597262
-5.797330403147423
-5.812438684999587
-5.827561879218483
-5.842691062999239
-5.857817535826857
-5.872932820014808
-5.888028660757129
-5.9030970258295
-5.91813010507299
-5.933120309789844
-5.948060272173487
-5.962942844885291
-5.977761100878501
