Header,foot_Accel_X,foot_Accel_Y,foot_Accel_Z,foot_Gyro_X,foot_Gyro_Y,foot_Gyro_Z,shank_Accel_X,shank_Accel_Y,shank_Accel_Z,shank_Gyro_X,shank_Gyro_Y,shank_Gyro_Z,thigh_Accel_X,thigh_Accel_Y,thigh_Accel_Z,thigh_Gyro_X,thigh_Gyro_Y,thigh_Gyro_Z,trunk_Accel_X,trunk_Accel_Y,trunk_Accel_Z,trunk_Gyro_X,trunk_Gyro_Y,trunk_Gyro_Z
76.03,-0.469628460217531,0.243150772569483,0.822083071017532,-0.0476595671824822,-0.00834817909805409,-0.121178611983083,-0.92775640101201,0.162193500302055,-0.228667497385591,0.328690872270731,0.2334642426628,-0.0849508014910465,-0.608180411837279,-0.093943614954005,0.544561941925877,-2.81906673565705,-0.0888974846034265,-2.24991863064905,-0.69358612201216,0.165893885192863,0.0128030521924876,1.7356040087797,-0.100668536266453,-0.520536960738253
76.035,-0.474462760482383,0.203631169297728,0.835363489006289,-0.0272430062347377,-0.0167974050456609,-0.144889505492259,-0.89895420597341,0.170467436687907,-0.220167959629145,0.476312545305556,0.245132989790173,-0.0941428942675835,-0.644861783074012,-0.140362663819068,0.559386888148614,-2.61041212480542,-0.00138968257698633,-2.23876044351686,-0.666508925774925,0.180956068991766,0.0265858060638754,1.73057408785824,-0.105224580340959,-0.540780900414156
76.04,-0.485848065432363,0.259788650972698,0.834478331314415,0.0366866461809112,-0.0243988038077448,-0.184854684277465,-0.867765822667012,0.216532155532085,-0.23268616637159,0.565380449039994,0.26027311303199,-0.100643155147754,-0.687252882177876,-0.177667644730255,0.55964194702149,-2.30461734000106,0.094355505382109,-2.21999083143351,-0.650264982038848,0.191521901441322,0.0243677784930203,1.68283484339775,-0.073226282044686,-0.508782602402511
76.045,-0.42285037522039,0.328992953362557,0.815428266161719,0.081528622347713,-0.0382297324395588,-0.211258175925154,-0.844624622402495,0.273979940156615,-0.198615935182356,0.360400037772844,0.284628073181535,-0.0960635898367033,-0.726508185505149,-0.210329667746666,0.551775522429515,-1.92654470611636,0.173326592212985,-2.18508853286482,-0.629678878791471,0.195562395657736,0.0195538948277019,1.58720681386148,0.0116951794793542,-0.409626520908872
76.05,-0.493696874394011,0.216166171767488,0.820534971075506,0.0267220678672316,-0.0207277619641135,-0.230691043668485,-0.853014511955391,0.238504449790284,-0.199437629315604,0.773119039295527,0.322051769271017,-0.0892088777126853,-0.760401443153317,-0.225722119682091,0.514808770826991,-1.45018955590443,0.257536646562087,-2.11908567705716,-0.618105690637721,0.191121000937567,0.0166505800728551,1.52319000901881,0.0801566069332496,-0.326537707230237
76.055,-0.484214973453494,0.238514650338896,0.818707852078928,0.102298551684768,-0.0345356266785865,-0.241824346498705,-0.867709532558718,0.229231943825158,-0.243472653022625,0.883021581461751,0.330247150325437,-0.0772204738020051,-0.804486118476289,-0.21929426887305,0.452455774337864,-1.03399479674007,0.347740593401926,-2.03536013144159,-0.630361777971774,0.175221252874036,0.0134095488260228,1.44484685636891,0.185033171138671,-0.182449446433556
76.06,-0.490590323743566,0.260826397586759,0.816823909837797,0.122494660392449,-0.0289728486879881,-0.248379228326412,-0.881624917507809,0.228976450955604,-0.266205492294463,0.909382912751616,0.351403070436242,-0.0832503958455259,-0.832393527474438,-0.18260515273553,0.391182300183149,-0.89078396264797,0.438497512758276,-1.94460312895338,-0.631349796875318,0.16848561646795,0.0150115136382099,1.41539717534275,0.254388443509426,-0.0536353594019257
76.065,-0.538753886957224,0.228136776600279,0.801989651337684,0.118216441780497,-0.0147244185352096,-0.267087570561964,-0.901618015312,0.220002332643534,-0.271133001118482,0.897058600256101,0.401149096599789,-0.10172620802499,-0.855301029055116,-0.125767066498622,0.344030656843878,-0.951712468002735,0.555068536382234,-1.82899502139078,-0.577002022949642,0.187978806586,0.0263492822528171,1.43033328458416,0.298673162265176,0.040846698309885
76.07,-0.51614697858123,0.319846828725266,0.801587142144242,0.18082914114534,-0.0124993700031489,-0.28528218587476,-0.894051713441735,0.266529811485588,-0.264535147143268,0.903266426545644,0.414315146658746,-0.115463573291949,-0.877343488568475,-0.066909269860682,0.329629959295246,-1.04991415841203,0.616245859768969,-1.74725897795001,-0.531772145212454,0.2026832158318,0.0371339616064711,1.41013517893373,0.296923144370107,0.06570191808653
76.075,-0.464215764357236,0.325302573444277,0.819521985379671,0.149952533474973,-0.00806451545737183,-0.293676136541659,-0.90139035898122,0.323084527763951,-0.205658885129207,0.864000505620311,0.456009003665133,-0.119658706572955,-0.909841930561892,0.0062110741109265,0.313055942920917,-1.25825277755737,0.704807647945778,-1.58661961413717,-0.511613733347265,0.195520182578035,0.0216001619757075,1.35253048171267,0.273562072169913,0.042577359327377
76.08,-0.47330814355144,0.226705690055106,0.835330476135215,0.125782949797416,-0.00225711273479218,-0.300503636532227,-0.919591474049362,0.313209856863608,-0.188121414605469,0.850546928609583,0.517927015149471,-0.10687634975931,-0.938216349933243,0.0515115832392781,0.291064850415811,-1.43980399718904,0.740817298095052,-1.41689663167317,-0.505115085292345,0.157371008177533,0.00734828213362837,1.23335770801617,0.249284437467542,0.00816076304608979
76.085,-0.49209576060201,0.318309532086742,0.810660633373394,0.182169726699065,-0.000143505049462648,-0.32257425089425,-0.940939782918051,0.288222024649402,-0.231577292842804,0.824781455164935,0.561006494109631,-0.0954931020483642,-0.978762439263277,0.0851744528152784,0.274777990405661,-1.73331284329345,0.743515668153608,-1.22205051035295,-0.507033815447243,0.136078013510233,0.00301773386257151,1.12427468489517,0.248947833419725,-0.010156925465345
76.09,-0.504020200048751,0.400561551702105,0.800511847090519,0.183857234779972,0.0154441530019126,-0.355687023615065,-0.93940516911552,0.294675573535919,-0.271071888878216,0.771575525634783,0.587563133964309,-0.105606716038413,-1.01720747249246,0.117478957362515,0.278005989419006,-2.08471865337996,0.724095564719391,-1.04601487254477,-0.518297505074646,0.125079014015335,0.00846532330904923,1.03237615350409,0.259379109643582,-0.0331372346313892
