Header,ankle_sagittal,ankle_frontal,knee_sagittal,hip_sagittal,hip_frontal
0,-1.51786416752312,8.49806456271429,1.65412046468198,4.4979288269525,16.5248201075585
0.001,-1.57304229112449,8.22234722149057,1.70962185792691,4.49504605613009,16.2768171683137
0.002,-1.62766838439549,7.94787057272653,1.76601948497424,4.49226253459445,16.0303517365372
0.003,-1.68135392680453,7.67614658396746,1.82326972529247,4.48958037683723,15.7868457899001
0.004,-1.73372976244963,7.40865719526615,1.88130408533565,4.48700977349437,15.5476907398745
0.005,-1.78445456798211,7.14683459193862,1.94002295326649,4.48457099579311,15.3142284616479
0.006,-1.83322190179198,6.89204221438635,1.99929309659188,4.48229537114281,15.087733465116
0.007,-1.87976568102766,6.6455571825047,2.05894818074362,4.48022522075494,14.8693965351695
0.008,-1.92386401123212,6.40855466691182,2.11879157854135,4.47841287577361,14.6603101144607
0.009,-1.96534138873662,6.18209462761656,2.17860075375154,4.4769189976906,14.4614556807105
0.01,-2.00406936970522,5.96711124153486,2.23813257537911,4.47581047299396,14.273693342653
0.011,-2.03996584099111,5.76440521618933,2.29712904803089,4.47515813101232,14.0977538057249
0.012,-2.07299305950207,5.57463901491879,2.35532308742117,4.47503448427412,13.9342327425514
0.013,-2.10315467380332,5.39833483043807,2.41244408889672,4.47551164058602,13.7835874852887
0.014,-2.130491992479,5.23587500630872,2.46822311321675,4.47665948780408,13.6461358831438
0.015,-2.1550797810558,5.08750455903725,2.52239755615725,4.47854420078502,13.5220571568632
0.016,-2.17702183298496,4.95333548005423,2.57471521081653,4.48122706163197,13.4113946132909
0.017,-2.19644648218049,4.83335255248823,2.62493770421054,4.48476351776928,13.3140601135076
0.018,-2.21350213734667,4.72742046564609,2.67284337451478,4.48920234519679,13.2298401784644
0.019,-2.22835286278513,4.63529203572533,2.71822969495956,4.49458477665833,13.1584035715863
0.02,-2.24117403643724,4.55661735175245,2.76091531341863,4.50094352245646,13.099310170249
0.021,-2.25214817198446,4.49095367704534,2.80074169549706,4.5083017256027,13.052020962905
0.022,-2.2614610435219,4.4377759569376,2.83757429939617,4.51667197822347,13.015909058756
0.023,-2.26929825184411,4.3964878024517,2.87130321357799,4.52605552783361,12.9902716164361
0.024,-2.2758423263955,4.36643280931572,2.90184324579451,4.53644173311212,12.9743425584509
0.025,-2.28127040726157,4.34690601959485,2.92913352883473,4.54780774793884,12.9673058537481
0.026,-2.28575252612681,4.33716527274853,2.95313676280256,4.560118368893,12.9683090649211
0.027,-2.28945050091877,4.33644217730987,2.97383821887165,4.57332598305685,12.9764768145514
0.028,-2.2925174539358,4.34395248555967,2.99124459757397,4.58737057350688,12.9909238494863
0.029,-2.29509793699267,4.35890574864669,3.00538280942737,4.60217974865912,13.0107674564926
0.03,-2.29732859021864,4.38051421841248,3.01629875333783,4.61766875018503,13.0351390595886
0.031,-2.29933918581087,4.4080010014244,3.02405618462239,4.63374038444363,13.0631948679585
0.032,-2.30125385693201,4.44060745932283,3.02873574158589,4.65028485056041,13.0941254493472
0.033,-2.30319232506341,4.4775998227624,3.0304341219257,4.66717951799308,13.1271641141085
0.034,-2.30527099984852,4.51827497582844,3.02926330372685,4.68428880498147,13.1615940302777
0.035,-2.30760387584179,4.5619653794018,3.02534964206981,4.70146436968867,13.1967540336029
0.036,-2.31030316292111,4.60804311872528,3.01883267121987,4.71854581209619,13.2320431158739
0.037,-2.31347958539645,4.65592305906036,3.00986350318576,4.73536200707558,13.2669235580941
0.038,-2.31724230027993,4.70506506445197,2.99860280885975,4.75173309214601,13.3009226452935
0.039,-2.3216984197034,4.75497519732806,2.98521845654859,4.76747306144574,13.3336328965447
0.04,-2.3269521568129,4.80520581172839,2.96988293194903,4.78239288593831,13.3647107966951
0.041,-2.3331036340612,4.85535451167725,2.95277067260224,4.79630406933608,13.3938741307558
0.042,-2.34024739551214,4.90506206068208,2.93405544751364,4.80902252314971,13.4208981677348
0.043,-2.34847065429987,4.95400945291222,2.9139079209159,4.82037258965624,13.4456110551576
0.044,-2.35785129666529,5.00191443723604,2.89249354224179,4.83019099308985,13.4678888138341
0.045,-2.36845568286671,5.0485277968301,2.86997086917137,4.83833050726646,13.4876502690818
0.046,-2.38033635018611,5.09362965125188,2.84649035192691,4.84466320336343,13.5048521744485
0.047,-2.39352980971856,5.13702600577208,2.82219352002008,4.84908324287787,13.5194847172051
0.048,-2.40805468173607,5.17854573876588,2.79721246373706,4.85150925010236,13.531567538338
0.049,-2.42391040050235,5.21803817045597,2.77166951571137,4.85188630670512,13.5411463377296
0.05,-2.44107665127026,5.2553712690335,2.74567710358188,4.8501875678585,13.5482900635131
0.051,-2.45951361296603,5.2904304282153,2.71933782319227,4.84641543739353,13.5530886091898
0.052,-2.47916299671645,5.32311763788374,2.69274481958653,4.84060219781832,13.5556508822071
0.053,-2.49994980839932,5.35335082088106,2.66598253362206,4.83280999262904,13.5561030938732
0.054,-2.5217847212546,5.38106315124114,2.63912780101818,4.82313009123957,13.5545871660544
0.055,-2.54456690472457,5.40620228296595,2.61225122554515,4.81168140229368,13.5512592233213
0.056,-2.56818710523669,5.42872954269184,2.58541871230232,4.79860822772203,13.5462881835677
0.057,-2.59253072904854,5.44861920913272,2.5586930327691,4.7840772819603,13.5398544507733
0.058,-2.61748067740774,5.46585799928451,2.53213528377926,4.76827405976135,13.5321486768345
0.059,-2.64291975480934,5.48044483820592,2.50580609239507,4.75139872312489,13.5233705324433
0.06,-2.66873258434115,5.49239094271925,2.47976641730348,4.73366175984523,13.5137274209497
