Header,ankle_sagittal,ankle_frontal,knee_sagittal,hip_sagittal,hip_frontal
42.371,-0.720054889199729,1.3834978394297,-9.4243564154721,-3.9491285812658,-4.00014214933718
42.372,-0.727019288891478,1.3891633767848,-9.45334423622818,-3.93055479614894,-3.97022985435919
42.373,-0.734559267143149,1.39521299816501,-9.48260205474188,-3.91204146171563,-3.93954214966999
42.374,-0.742519149702408,1.40161755035346,-9.51205776823434,-3.89367664499865,-3.90820865419996
42.375,-0.75073572516239,1.40834593317384,-9.54163081488925,-3.87555349593044,-3.87635937059004
42.376,-0.759039677107355,1.41536564013656,-9.57123222426145,-3.85776937837502,-3.84412355047544
42.377,-0.767257283886779,1.42264331676304,-9.60076489888559,-3.84042477226207,-3.81162869247876
42.378,-0.775212382754775,1.43014529228578,-9.63012418347576,-3.82362195923068,-3.77899968585464
42.379,-0.782728574408758,1.43783804742097,-9.65919875416341,-3.80746351075037,-3.74635810599232
42.38,-0.789631618681553,1.44568859240886,-9.68787183785885,-3.79205060192026,-3.71382166296816
42.381,-0.795751940077597,1.45366473724635,-9.71602275514774,-3.77748118461486,-3.68150379991145
42.382,-0.800927131803795,1.46173524095581,-9.74352876576741,-3.76384806916372,-3.6495134325581
42.383,-0.805004334782028,1.46986983660767,-9.77026717913394,-3.75123697390589,-3.61795481450388
42.384,-0.807842383126798,1.47803914693668,-9.7961176724295,-3.73972460099187,-3.58692750497256
42.385,-0.809313641378837,1.48621452598094,-9.82096473875363,-3.72937678864642,-3.55652640949968
42.386,-0.809305492585461,1.4943678753344,-9.84470017417703,-3.72024678243726,-3.52684186224134
42.387,-0.807721460144313,1.50247148253462,-9.86722551054335,-3.71237366675041,-3.49795972339392
42.388,-0.804481964240014,1.51049791506533,-9.88845431142129,-3.70578100255128,-3.46996147396484
42.389,-0.799524730883391,1.5184199860722,-9.90831426697407,-3.70047572264454,-3.44292429985453
42.39,-0.792804886132629,1.52621079790075,-9.9267490417318,-3.69644733504923,-3.41692116722889
42.391,-0.784294777192948,1.53384386849128,-9.94371984285292,-3.69366747668302,-3.39202089840153
42.392,-0.773983567200554,1.54129334557062,-9.95920668704297,-3.69208984539641,-3.36828825595629
42.393,-0.761876651943761,1.54853430737911,-9.97320935383752,-3.6916505228058,-3.34578403142836
42.394,-0.747994940986353,1.55554313579691,-9.98574802078133,-3.69226868434233,-3.32456511864076
42.395,-0.7323740321716,1.5622979312784,-9.99686358136465,-3.69384767421595,-3.30468453716759
42.396,-0.71506329258498,1.56877892411432,-10.0066176489468,-3.69627640385382,-3.28619136335242
42.397,-0.696124845697277,1.57496883011509,-10.0150922505993,-3.69943102014181,-3.26913052662627
42.398,-0.675632454454528,1.58085310440842,-10.0223892194971,-3.70317678856367,-3.25354243692781
42.399,-0.653670281576465,1.5864200610992,-10.0286293073091,-3.70737014274669,-3.23946242621583
42.4,-0.630331501638489,1.59166084284153,-10.0339510532047,-3.71186085773879,-3.22692001481747
42.401,-0.605716742596993,1.59656923974083,-10.0385094521043,-3.71649430222864,-3.21593804519811
42.402,-0.579932356280631,1.60114137178303,-10.0424744576726,-3.72111371439151,-3.20653174771322
42.403,-0.553088553786588,1.60537526495452,-10.0460293434093,-3.72556243457308,-3.19870780607078
42.404,-0.525297475698019,1.60927036665566,-10.0493689376561,-3.72968602699493,-3.19246347993669
42.405,-0.496671285040444,1.61282705216399,-10.0526977460423,-3.73333423976586,-3.18778583036064
42.406,-0.46732037193133,1.61604616319175,-10.056227974112,-3.7363627831272,-3.18465108541472
42.407,-0.437351748641555,1.61892859757501,-10.0601774639032,-3.73863493428231,-3.18302417658574
42.408,-0.406867696733424,1.621474950423,-10.0647675617464,-3.74002299092981,-3.18285847104627
42.409,-0.375964706187569,1.62368519885082,-10.0702209367522,-3.74040959566411,-3.18409572258469
42.41,-0.344732721601071,1.62555841873737,-10.0767593681951,-3.73968894711737,-3.18666626195193
42.411,-0.313254684006142,1.62709251515035,-10.0846015202658,-3.73776790487189,-3.19048944083414
42.412,-0.281606331118309,1.62828394075863,-10.0939607296883,-3.73456698389927,-3.19547433030922
42.413,-0.249856199913969,1.6291273781277,-10.1050428409769,-3.73002122173126,-3.20152065375461
42.414,-0.218065770645139,1.62961537673093,-10.1180441252036,-3.72408089176485,-3.20851990791075
42.415,-0.186289702737416,1.62973795932823,-10.133149309638,-3.71671203334453,-3.21635660292577
42.416,-0.154576133918609,1.62948223648984,-10.1505297392191,-3.70789677301112,-3.22490954337509
42.417,-0.122967033451026,1.62883208465462,-10.1703416952912,-3.69763341588357,-3.23405308084983
42.418,-0.0914986108056106,1.62776794693563,-10.1927249053834,-3.68593628762428,-3.24365828816333
42.419,-0.0602017814861372,1.62626680571525,-10.2178012767041,-3.67283530838784,-3.25359402444738
42.42,-0.0291026845029055,1.62430235707853,-10.2456738719172,-3.65837528636392,-3.26372787182701
42.421,0.0017767657984555,1.62184539877586,-10.2764261277538,-3.64261493299546,-3.27392692727131
42.422,0.0324183214256387,1.61886443103547,-10.310121306797,-3.62562562187572,-3.28405843289653
42.423,0.0628068651976051,1.61532645997012,-10.3468021726381,-3.60748993235029,-3.29399023442967
42.424,0.0929299186103281,1.61119798070611,-10.3864908788238,-3.58830003228548,-3.30359107764486
42.425,0.122777205043492,1.6064461003051,-10.4291890525743,-3.568155960966,-3.31273077990926
42.426,0.152340280792584,1.60103974183829,-10.4748780367485,-3.5471638721908,-3.32128033446349
42.427,0.181612252938522,1.59495085524804,-10.5235192390352,-3.52543428932684,-3.32911201180306
42.428,0.210587602036907,1.58815555499109,-10.5750545354937,-3.50308041142888,-3.33609951789072
42.429,0.239262112724477,1.58063511416889,-10.6294066872751,-3.48021649838547,-3.34211825902967
42.43,0.267632898842237,1.57237676561391,-10.6864797489599,-3.45695635618484,-3.34704575461934
42.431,0.295698505064885,1.56337428297601,-10.7461594693959,-3.43341193667026,-3.35076223370885
42.432,0.323459067264713,1.55362833629338,-10.8083137088635,-3.4096920545968,-3.35315144397989
42.433,0.350916504100785,1.5431466386478,-10.8727929162179,-3.38590121068387,-3.3541016859461
42.434,0.378074696447181,1.5319439210082,-10.9394307211873,-3.3621384993537,-3.35350706162875
42.435,0.404939606843562,1.52004178342009,-11.0080446981663,-3.33849657634654,-3.35126890509286
42.436,0.431519303813405,1.50746846486512,-11.0784373520025,-3.31506066228693,-3.34729735032895
