Header,ankle_sagittal,ankle_frontal,knee_sagittal,hip_sagittal,hip_frontal
88.64,-0.91606841873442,1.81933529123894,-43.1850626243884,28.8646449311483,15.2279973711922
88.641,-0.932743301602782,1.89983425143957,-42.9856323483991,28.8220794889893,15.1981480170808
88.642,-0.948531194245381,1.97856406029011,-42.78590990272,28.7795379157452,15.1646612298847
88.643,-0.963624413782092,2.0550624813205,-42.5860010320416,28.7372374258175,15.127866394684
88.644,-0.978239452374987,2.12888877574724,-42.3859947278014,28.695373236177,15.0881486820783
88.645,-0.992611947006208,2.19962899231009,-42.1859586635209,28.6541150726232,15.0459417039871
88.646,-1.00699108320023,2.26690091212931,-41.9859351381761,28.6136038815346,15.0017194908128
88.647,-1.02163362217987,2.33035866533586,-41.7859379599694,28.5739489508697,14.9559879797852
88.648,-1.03679779704073,2.3896970471412,-41.5859506503663,28.5352256633552,14.9092762168142
88.649,-1.0527373221187,2.4446555371483,-41.3859262168518,28.4974740703278,14.862127456839
88.65,-1.06969571141861,2.49502195164698,-41.1857885588361,28.4606984021363,14.8150902842637
88.651,-1.08790104624964,2.54063556112349,-40.9854353922496,28.4248675494917,14.7687097960394
88.652,-1.10756130122063,2.58138943420761,-40.7847424570788,28.3899164888643,14.7235188482349
88.653,-1.12886032357161,2.61723176352412,-40.5835687126357,28.3557485891438,14.6800293918599
88.654,-1.15195452738464,2.6481659973369,-40.3817621891261,28.3222386974058,14.63872400072
88.655,-1.1769702927885,2.67424972021621,-40.1791661226877,28.2892368353272,14.6000477781145
88.656,-1.20400197418283,2.69559234573596,-39.9756249698741,28.2565722717398,14.5644008749173
88.657,-1.23311037017122,2.71235175759935,-39.7709899125897,28.2240577268531,14.5321318443402
88.658,-1.26432153155089,2.7247300591412,-39.5651235435379,28.1914935322277,14.50353201907
88.659,-1.29762587884625,2.73296860030444,-39.3579035484805,28.1586716810897,14.4788310531528
88.66,-1.33297771488009,2.73734247777381,-39.1492253306914,28.1253797914117,14.4581937360802
88.661,-1.37029529103687,2.73815474147657,-38.9390036104461,28.091405031371,14.4417181501227
88.662,-1.40946159595652,2.73573054441522,-38.7271730649413,28.0565380373872,14.4294351813948
88.663,-1.45032599830994,2.73041140696001,-38.5136880779085,28.0205768280535,14.4213093063541
88.664,-1.49270682149201,2.72254965557158,-38.2985216857656,27.9833307074005,14.4172404945926
88.665,-1.53639487801869,2.71250300513292,-38.0816638550627,27.9446241553901,14.4170670403569
88.666,-1.58115793658252,2.70062922780374,-37.8631192737579,27.904300701423,14.4205691676413
88.667,-1.62674601102876,2.68728088693997,-37.6429048393828,27.8622267443994,14.4274733195244
88.668,-1.67289724827969,2.67280017690561,-37.4210469673991,27.8182952145116,14.4374571035691
88.669,-1.71934408912127,2.65751395560193,-37.1975787604484,27.7724288966218,14.4501548924183
88.67,-1.76581933186954,2.64172906548857,-36.9725370310559,27.7245832046735,14.4651640662509
88.671,-1.81206177246394,2.62572802377274,-36.7459591850283,27.6747482383551,14.4820518522232
88.672,-1.85782120824158,2.60976515512661,-36.5178800297169,27.6229500414724,14.5003626958385
88.673,-1.9028627222574,2.59406326568614,-36.2883286232628,27.5692510626211,14.5196261000871
88.674,-1.9469702582102,2.57881100152845,-36.0573252878281,27.5137498529997,14.5393648661378
