Header,HeelStrike,ToeOff
0,0,0
0.005,0.0598086124401914,0.0645994832041344
0.01,0.119617224880383,0.129198966408269
0.015,0.179425837320574,0.193798449612403
0.02,0.239234449760766,0.258397932816537
0.025,0.299043062200957,0.322997416020672
0.03,0.358851674641148,0.387596899224806
0.035,0.41866028708134,0.452196382428941
0.04,0.478468899521531,0.516795865633075
0.045,0.538277511961722,0.581395348837209
0.05,0.598086124401914,0.645994832041344
0.055,0.657894736842105,0.710594315245478
0.06,0.717703349282297,0.775193798449612
0.065,0.777511961722488,0.839793281653747
0.07,0.837320574162679,0.904392764857881
0.075,0.897129186602871,0.968992248062015
0.08,0.956937799043062,1.03359173126615
0.085,1.01674641148325,1.09819121447028
0.09,1.07655502392344,1.16279069767442
0.095,1.13636363636364,1.22739018087855
0.1,1.19617224880383,1.29198966408269
0.105,1.25598086124402,1.35658914728682
0.11,1.31578947368421,1.42118863049096
0.115,1.3755980861244,1.48578811369509
0.12,1.43540669856459,1.55038759689922
0.125,1.49521531100478,1.61498708010336
0.13,1.55502392344498,1.67958656330749
0.135,1.61483253588517,1.74418604651163
0.14,1.67464114832536,1.80878552971576
0.145,1.73444976076555,1.8733850129199
0.15,1.79425837320574,1.93798449612403
0.155,1.85406698564593,2.00258397932817
0.16,1.91387559808612,2.0671834625323
0.165,1.97368421052632,2.13178294573643
0.17,2.03349282296651,2.19638242894057
0.175,2.0933014354067,2.2609819121447
0.18,2.15311004784689,2.32558139534884
0.185,2.21291866028708,2.39018087855297
0.19,2.27272727272727,2.45478036175711
0.195,2.33253588516746,2.51937984496124
0.2,2.39234449760766,2.58397932816537
0.205,2.45215311004785,2.64857881136951
0.21,2.51196172248804,2.71317829457364
0.215,2.57177033492823,2.77777777777778
0.22,2.63157894736842,2.84237726098191
0.225,2.69138755980861,2.90697674418605
0.23,2.7511961722488,2.97157622739018
0.235,2.811004784689,3.03617571059432
0.24,2.87081339712919,3.10077519379845
0.245,2.93062200956938,3.16537467700258
0.25,2.99043062200957,3.22997416020672
