X,Y,Z
5.088348,7.0612955,17.148584
4.1933107,6.685926,15.409206
3.3944786,6.122606,14.506653
2.825503,5.341442,13.527007
2.8682766,4.1194777,13.7286825
3.9165113,2.4501228,17.026169
3.740223,1.4189167,15.953458
4.3398666,0.5483377,15.730344
5.6238866,-0.14381063,16.042866
7.2437344,-0.96517426,16.684038
8.511986,-1.5270499,17.841091
7.94064,-1.8899492,14.498278
8.788971,-2.4587655,12.973557
10.974163,-2.9325566,13.600065
15.020087,-3.2793663,17.251707
17.357409,-3.6423569,16.714405
19.419403,-3.899729,15.518994
20.99459,-3.788623,14.865727
22.690207,-3.4342866,14.202832
24.527369,-2.8506398,13.371885
26.034058,-2.6042416,12.806113
27.405039,-2.3045511,12.894469
28.679213,-1.8245211,13.277509
29.908913,-1.4021738,14.019786
31.13337,-1.0770798,15.129099
32.28793,-0.7428202,16.29547
33.24172,-0.44799113,17.786268
34.112667,-0.18299647,19.377037
35.195084,-0.12376217,20.707993
36.08452,0.113401294,21.978605
36.873554,0.3520589,23.413157
37.344036,0.566907,24.822857
37.772793,0.8063194,25.887892
38.42039,1.0206277,26.362371
38.893833,1.2196985,26.37135
39.291294,1.367896,26.147196
39.69124,1.4401354,25.700125
40.04596,1.503972,25.02435
40.24194,1.5263329,24.339394
40.351627,1.5246159,23.642025
40.4827,1.5199968,22.620956
40.690666,1.3920164,20.94451
40.949936,1.140822,18.864332
41.20207,0.9101045,17.083788
41.43036,0.68901,15.701502
41.586586,0.43010366,14.616178
41.641464,0.1728757,13.827145
41.664307,-0.049107723,13.244722
41.727062,-0.16400683,12.616525
41.85017,-0.13352774,11.595442
42.105717,0.05639387,10.321151
42.483086,0.41954798,8.86938
42.92298,0.8936795,7.045349
43.647457,1.4731797,4.6367145
44.94885,2.192282,1.2225062
46.728107,2.9843984,-2.8826954
48.516006,3.7746356,-6.462621
48.59286,4.628378,-0.49583614
47.531364,5.3595433,9.152304
45.58893,5.818354,20.320398
44.064514,6.2551827,24.531488
43.811195,6.8360186,22.354013
43.631596,7.453655,20.001093
43.564854,7.8663263,17.447401
43.575836,8.214803,16.088257
43.02528,8.359277,16.46367
42.60767,8.629087,17.424425
41.7371,9.027214,17.98532
40.839466,9.445146,18.124723
40.164795,9.652884,18.037432
39.446667,9.65918,17.879078
38.463856,9.642687,17.853083
36.92127,9.647468,17.875614
35.239754,9.673731,17.754332
35.25126,9.635031,17.87774
34.221226,9.592936,18.007246
32.996845,9.524266,17.850857
32.159996,9.374371,17.235376
31.371805,9.0822,16.533945
30.465197,8.761419,16.079494
29.570112,8.485508,15.887844
28.867159,8.19353,15.556501
28.199547,7.925824,15.105786
27.416485,7.7403846,14.733649
26.66791,7.5253625,14.712153
25.918709,7.238875,15.120401
25.154419,7.008783,15.2128105
24.588974,6.7022815,15.408614
24.093662,6.2722454,15.999644
23.5495,5.992179,16.228262
23.170795,5.862441,15.875349
22.822144,5.6739774,15.79852
22.30571,5.4179983,16.134468
21.873976,5.2235985,15.867351
21.712584,5.0965004,15.40622
21.43438,4.95528,15.2576685
20.636349,4.8785357,15.267824
19.299788,4.9038086,15.258825
18.448175,4.8917956,15.648768
17.964994,4.7403917,16.14097
17.260593,4.561636,16.069042
15.475182,4.327969,15.951867
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
