Header,ankle_sagittal,ankle_frontal,knee_sagittal,hip_sagittal,hip_frontal
10.925,-4.77800891512153,-2.30951570547034,-31.0707833079602,15.8849033554763,-8.27236697358232
10.926,-4.67103136036304,-2.44294879945523,-31.0922955021521,15.8948094697229,-8.26283330613535
10.927,-4.5637171910965,-2.57641127890417,-31.1027013356171,15.9057513666982,-8.25196862820054
10.928,-4.45604825754054,-2.70968109429546,-31.1022393981095,15.9177381339919,-8.23964495441596
10.929,-4.34799680281874,-2.84254450710203,-31.0912307976322,15.9307708477425,-8.22573078333454
10.93,-4.23952739068439,-2.97479546839142,-31.0700779503753,15.9448428645849,-8.21009330582608
10.931,-4.13059860808645,-3.10623550216982,-31.0392627784046,15.9599400120262,-8.19260040214948
10.932,-4.02116451428838,-3.2366740437909,-30.9993443474188,15.97604076243,-8.17312244108995
10.933,-3.91117588606776,-3.36592910067869,-30.9509559216957,15.9931164458824,-8.15153394850483
10.934,-3.80058138464914,-3.49382806719265,-30.8948013522141,16.011131500582,-8.12771524462915
10.935,-3.68932880888041,-3.62020853266425,-30.8316506787807,16.0300437113936,-8.10155413960302
10.936,-3.57736657944568,-3.74491895680329,-30.7623348365269,16.0498043682422,-8.07294772453866
10.937,-3.46464553373597,-3.86781913355134,-30.6877394043206,16.0703582853369,-8.04180422620185
10.938,-3.35112102935862,-3.98878040767658,-30.6087974005435,16.0916436579327,-8.00804483859417
10.939,-3.23675527564148,-4.10768563861004,-30.5264812091943,16.113591796528,-7.97160541994907
10.94,-3.12151975071662,-4.22442892354506,-30.4417937922766,16.1361268525175,-7.93243794769981
10.941,-3.00539753618622,-4.33891510186667,-30.3557593859597,16.1591656968739,-7.89051165375864
10.942,-2.88838542329192,-4.45105906837969,-30.2694138650647,16.1826181060317,-7.8458138170108
10.943,-2.77049569718653,-4.56078492493608,-30.1837948990266,16.2063873533357,-7.79835025675748
10.944,-2.65175755401946,-4.66802500671583,-30.0999319467354,16.2303712319897,-7.7481456196378
10.945,-2.53221812633853,-4.77271884365751,-30.0188360835838,16.2544634758694,-7.69524355673096
10.946,-2.41194308857951,-4.87481215963134,-29.9414896392339,16.2785555105853,-7.63970685014754
10.947,-2.29101679864071,-4.97425604787801,-29.8688356509347,16.3025384580423,-7.58161749646283
10.948,-2.16954191079743,-5.07100646173491,-29.8017672007151,16.3263053253199,-7.52107671159183
10.949,-2.0476383756586,-5.16502411910997,-29.7411167929726,16.3497533203863,-7.45820479785598
10.95,-1.9254417386524,-5.25627485610078,-29.687646014045,16.3727862415342,-7.39314081385083
10.951,-1.80310067735159,-5.34473039934127,-29.642035764735,16.3953168822959,-7.32604201444934
10.952,-1.6807737872568,-5.43036946942938,-29.6048773555805,16.417269383975,-7.25708307503571
10.953,-1.55862572414836,-5.51317909111069,-29.5766647122721,16.4385814546124,-7.18645516173928
10.954,-1.43682291173674,-5.59315598143691,-29.5577878751245,16.459206352846,-7.11436493764141
10.955,-1.31552909291751,-5.67030791184467,-29.5485279112974,16.479114514645,-7.04103359439701
10.956,-1.19490101544782,-5.74465497498558,-29.5490533080436,16.4982946983289,-6.96669597323255
10.957,-1.07508449488754,-5.81623071441072,-29.5594178901284,16.5167545487164,-6.89159979902926
10.958,-0.956211013983597,-5.88508309043919,-29.5795603051139,16.5345205276269,-6.81600500785514
10.959,-0.838394935542976,-5.95127526144649,-29.609305137884,16.551637214204,-6.74018311426401
10.96,-0.721731348956144,-6.01488615672143,-29.6483657361637,16.5681660386075,-6.66441654815103
10.961,-0.606294539344587,-6.07601080630756,-29.6963488322411,16.5841835649738,-6.58899788828944
10.962,-0.49213705354799,-6.13476038420565,-29.7527610123081,16.5997794599288,-6.51422892020897
10.963,-0.379289334032613,-6.19126192448728,-29.8170170069352,16.6150542538228,-6.44041944818309
10.964,-0.267759896537426,-6.24565768477758,-29.888449674027,16.6301169373068,-6.36788580330622
10.965,-0.157536029630111,-6.29810414987515,-29.9663214578376,16.6450823745326,-6.29694901294526
10.966,-0.0485849844572375,-6.34877068721239,-30.0498370609998,16.6600684866396,-6.22793261885193
