Header,ankle_sagittal,ankle_frontal,knee_sagittal,hip_sagittal,hip_frontal
62.64,2.25053088428917,-1.22954626109597,-45.0344490131227,18.329562656656,6.83255654439956
62.641,2.23179392310588,-1.22640252041294,-44.7356433942511,18.3164163514185,6.8016899428608
62.642,2.21126748014531,-1.2223431525014,-44.4371893918114,18.3050081892687,6.77173055614686
62.643,2.18925353646228,-1.21760432070839,-44.1388208602645,18.2951972501341,6.74258966708509
62.644,2.16605120819268,-1.21244677513724,-43.840253895435,18.2868127616927,6.71415615633919
62.645,2.14194908213217,-1.2071494831713,-43.5411910104456,18.2796608877795,6.68629874829925
62.646,2.11721768515926,-1.20200253491182,-43.2413251665846,18.2735316503312,6.65886842829065
62.647,2.0921023784606,-1.19729957938139,-42.9403437930182,18.268205740058,6.63170095038789
62.648,2.06681697208527,-1.19333007281134,-42.6379329681964,18.2634610116791,6.60461938409416
62.649,2.04153833842415,-1.19037162833293,-42.3337819178274,18.2590784996895,6.57743667700095
62.65,2.01640226133933,-1.18868274402419,-42.0275879192429,18.2548478245332,6.54995823425963
62.651,1.99150069485943,-1.18849615687839,-41.7190616163564,18.2505718862168,6.52198453236219
62.652,1.96688053353515,-1.19001302718474,-41.4079326682652,18.2460707662986,6.49331379805319
62.653,1.94254392374487,-1.19339810387241,-41.093955596843,18.2411847901306,6.46374479431542
62.654,1.91845007196933,-1.19877596485881,-40.7769156719409,18.2357767475804,6.43307975761646
62.655,1.89451843362617,-1.20622837659505,-40.4566346652865,18.2297333243491,6.40112751984304
62.656,1.8706330984408,-1.21579277430827,-40.1329762955335,18.2229658387611,6.36770682881624
62.657,1.84664812859571,-1.22746182406707,-39.8058511686283,18.2154103993646,6.33264985588086
62.658,1.82239355959765,-1.24118398830675,-39.4752209956721,18.2070275954609,6.29580584745863
62.659,1.79768174945187,-1.25686497815505,-39.1411018551947,18.1978018066435,6.25704484676128
62.66,1.77231376063367,-1.27436993895712,-38.8035662689756,18.187740176953,6.21626139185644
62.661,1.74608547415009,-1.29352618753038,-38.462743888329,18.1768712633497,6.17337808172039
62.662,1.71879316146698,-1.31412631601394,-38.1188206402611,18.1652433502974,6.12834887865086
62.663,1.69023827908461,-1.3359315043317,-37.7720362542352,18.1529224183194,6.08116198605754
62.664,1.66023130205635,-1.35867493080704,-37.4226801815254,18.1399897546873,6.03184212644998
62.665,1.62859447851581,-1.38206522111973,-37.0710860353376,18.1265391971557,5.98045206162857
62.666,1.59516346948599,-1.40578991757736,-36.717624809847,18.1126740103834,5.92709324476384
62.667,1.55978792800371,-1.42951898039336,-36.3626972436348,18.0985034115168,5.87190556023638
62.668,1.52233115098039,-1.45290835467895,-36.0067257358119,18.0841387846842,5.81506617284366
62.669,1.4826689965394,-1.47560365657881,-35.6501461867249,18.0696896471538,5.75678755269624
62.67,1.4406883011161,-1.49724404759769,-35.2934000442716,18.0552594457989,5.69731475979287
62.671,1.39628505311651,-1.51746636938245,-34.9369267341513,18.0409412734538,5.63692207681339
62.672,1.3493625716135,-1.53590959631326,-34.5811565690449,18.0268136080993,5.57590908474079
62.673,1.29982989315069,-1.55221963113737,-34.2265041773461,18.0129361932254,5.51459628470966
62.674,1.24760050064711,-1.56605442345451,-33.8733624614663,17.9993461867244,5.45332037812879
62.675,1.19259145761413,-1.57708933858538,-33.5220970793692,17.9860547028549,5.39242932600871
62.676,1.13472295133229,-1.58502265692007,-33.1730414334747,17.9730438595409,5.3322773145509
62.677,1.07391820333598,-1.58958105135388,-32.8264921449718,17.9602644276809,5.27321975294108
62.678,1.01010367293172,-1.59052487121549,-32.4827049904969,17.9476341663362,5.21560842473962
62.679,0.943209454597966,-1.5876530481526,-32.1418912862053,17.9350369204965,5.1597869120682
62.68,0.873169749462536,-1.58080743392448,-31.8042147208369,17.9223225520053,5.10608640630431
62.681,0.799923276198796,-1.56987638707713,-31.4697886585528,17.909307758897,5.05482199951527
62.682,0.72341348017107,-1.55479744226265,-31.1386739518062,17.8957778081093,5.00628951722711
62.683,0.643588404060365,-1.53555891598125,-30.8108773285925,17.8814891660945,4.96076291423258
62.684,0.560400105264953,-1.51220032645184,-30.4863504525136,17.8661729688473,4.91849221804177
62.685,0.473803550993677,-1.48481153950525,-30.1649898020432,17.8495392310727,4.87970197225427
62.686,0.383754986881418,-1.45353059995337,-29.8466375752635,17.8312816588721,4.84459010483685
62.687,0.290209849152797,-1.4185402653085,-29.5310838752817,17.8110829088007,4.81332712200776
62.688,0.193120367047283,-1.38006331863973,-29.2180704248986,17.7886201274723,4.78605550949273
62.689,0.0924330707119259,-1.338356792474,-28.9072959691531,17.7635706013163,4.76288921987418
62.69,-0.0119135419440387,-1.29370528220291,-28.5984233745085,17.735617343551,4.74391314526657
62.691,-0.119990933123575,-1.24641356641224,-28.2910882755843,17.704454451395,4.72918251287398
62.692,-0.231881842733902,-1.1967987834659,-27.9849089900678,17.6697920829236,4.71872218512853
62.693,-0.347680842884853,-1.14518243293604,-27.6794973296902,17.6313609249471,4.71252588884961
62.694,-0.467494030380395,-1.09188247063722,-27.3744698785402,17.5889160496202,4.71055543553165
62.695,-0.591437816965919,-1.0372057475907,-27.0694592842814,17.542240092639,4.71274002388108
62.696,-0.719636841582111,-0.981441009862354,-26.7641251082899,17.4911457306908,4.7189757369167
62.697,-0.852221095874265,-0.924852630854209,-26.4581638074665,17.4354774823188,4.7291253644199
62.698,-0.989322416744496,-0.867675197195073,-26.1513174726097,17.3751128930057,4.74301869596978
