Header,foot_Accel_X,foot_Accel_Y,foot_Accel_Z,foot_Gyro_X,foot_Gyro_Y,foot_Gyro_Z,shank_Accel_X,shank_Accel_Y,shank_Accel_Z,shank_Gyro_X,shank_Gyro_Y,shank_Gyro_Z,thigh_Accel_X,thigh_Accel_Y,thigh_Accel_Z,thigh_Gyro_X,thigh_Gyro_Y,thigh_Gyro_Z,trunk_Accel_X,trunk_Accel_Y,trunk_Accel_Z,trunk_Gyro_X,trunk_Gyro_Y,trunk_Gyro_Z
49.86,-0.891208105770176,0.414502062110615,1.34480531359128,0.0518807339041278,0.802735810612942,0.106047767059138,-1.00291959910469,0.295711457237365,-0.410103853209297,0.0178674139690252,2.3339892353246,0.209429984790092,-1.23572971896998,-0.348161759884525,0.134744709710899,-0.353906805456247,0.270753617660784,-0.839966932130033,-1.37039906667456,0.990823023056328,-0.366232479175459,0.924812748203196,0.17797900853462,-1.1508727467838
49.865,-0.877025495549874,0.366080700653264,1.23282128903901,0.0530505915881924,0.563624970253655,0.130867425362451,-0.982824063480581,0.280817077731261,-0.448765081617342,-0.0120326991735547,2.23474399253349,0.218853857768147,-1.23257104471981,-0.377240414558258,0.103171744184793,-0.389369939965768,0.280758996343288,-1.03277972448309,-1.34343054079017,0.918784579232908,-0.344845295126284,0.789111336586415,0.0930069116059735,-1.30285085767259
49.87,-0.867126377066812,0.302833692727831,1.13299262147372,0.0527871450156631,0.357433700192156,0.147205980653066,-0.973938600770214,0.253174738307198,-0.484667308285938,-0.0353369789757628,2.13703887793676,0.223690784527136,-1.2294442497628,-0.404409172468151,0.0771531458066117,-0.419578301788981,0.28434688129326,-1.21765523425285,-1.31248884722671,0.820253188698889,-0.321800721046135,0.654925254082009,0.0167037113861759,-1.4270662182244
49.875,-0.857199170555272,0.233196782648537,1.04859358600542,0.0511565919170294,0.183832215293732,0.154593784361866,-0.974662286656715,0.217915663309261,-0.513399798320199,-0.0512001092175365,2.04128786956872,0.223232244037343,-1.22569316223353,-0.428066834676734,0.055422229614728,-0.443656972707545,0.280621489728045,-1.39097089632034,-1.27940508037005,0.699567750158352,-0.297454551732585,0.526966381845989,-0.049046485501519,-1.5193287686927
49.88,-0.843221706956958,0.166027593166151,0.980915984195346,0.0482468989328862,0.0414082672346214,0.153311811956732,-0.982613503219609,0.18081774123454,-0.531294596482401,-0.0593361840145143,1.94757916065955,0.217217937034658,-1.22061625115212,-0.446815489691265,0.0363952732976797,-0.461061829991773,0.269304989930121,-1.54951835261244,-1.24602412799898,0.56232176142285,-0.271834797012619,0.409486602430737,-0.102725460088744,-1.57673188964988
49.885,-0.822125308294554,0.109392370729019,0.929307933754107,0.0442338289576849,-0.0720705844193107,0.144342077787669,-0.994921046249662,0.147457364283581,-0.536019281542455,-0.0599905776892598,1.85573893142541,0.205864110467042,-1.21359834658514,-0.459641215035817,0.0185244986839831,-0.471576413514036,0.250753328323997,-1.69074272833687,-1.21403382551311,0.41501204455602,-0.244692876378699,0.305983020778004,-0.143241349555489,-1.59782602653363
49.89,-0.792287500030887,0.0695085631216616,0.891498830536095,0.0394302571046538,-0.15938699476964,0.129234501015203,-1.008581698126,0.12244670897075,-0.526941569973529,-0.053853011440776,1.76542330502361,0.189834053283591,-1.20424571699116,-0.466032864487443,0.000607278282891197,-0.475288946114344,0.225892814938333,-1.81296616535323,-1.18483275365591,0.264645408477318,-0.215599152470212,0.218938837960305,-0.169972645326699,-1.58271220487954
49.895,-0.753740092059924,0.0500397386109354,0.864130088156009,0.0342992070939382,-0.223619036919772,0.109906956899054,-1.02082879922368,0.108872830138355,-0.505198528988746,-0.041934550082225,1.67621916280752,0.17015493832216,-1.19249109580184,-0.466010248567986,-0.017997791380326,-0.472559977777858,0.196091263940959,-1.91556925696254,-1.15944365386425,0.118324003545688,-0.184072418888933,0.149631883817475,-0.182800025278157,-1.53305328779964
49.9,-0.708071317795194,0.0518501247405123,0.8433884109867,0.0294409636252864,-0.267912725527422,0.0884158247530757,-1.0294536132347,0.108031442677826,-0.473463048588567,-0.025416325679609,1.58773531713662,0.14809880142065,-1.17864131638291,-0.460050819863094,-0.0372848904036943,-0.463970047546579,0.162985918671208,-1.99910110388807,-1.13847319812393,-0.0171809059216401,-0.14972938180459,0.0980274689812207,-0.182125640688418,-1.45199900010802
49.905,-0.658067711478534,0.0732329938072391,0.825643813369429,0.0255545826934802,-0.295297859038602,0.0667224870837682,-1.03302554203729,0.119499854255104,-0.435449905637495,-0.00549507915996223,1.49967225313802,0.125048524023305,-1.16336019473839,-0.448950414861324,-0.0566695556297841,-0.450252998981088,0.128298983411034,-2.06529224776174,-1.12211831753569,-0.135846438698437,-0.112425408755145,0.0627670024472398,-0.168878707714523,-1.34402307788314
49.91,-0.60717244979493,0.110549789893817,0.807984838966021,0.0233644868337648,-0.30856513826737,0.0464911706659338,-1.03097789961492,0.141503516853311,-0.395263304480453,0.0167306626875163,1.41186259275544,0.102364571392214,-1.14759117465836,-0.433664795328462,-0.0751907378798242,-0.432243729216281,0.0936718054485828,-2.11695936668899,-1.11021004616115,-0.232758390126226,-0.07234563607065,0.0412635287771906,-0.144502046414502,-1.21467985288725
49.915,-0.558873767708012,0.159113308839277,0.788547768734955,0.0235208502084692,-0.310208697588463,0.0289588038769968,-1.02356123045695,0.171454587069757,-0.356731300891078,0.0403076243513272,1.32427988103834,0.0812677044629066,-1.13242948808686,-0.415141471817016,-0.0917722626609902,-0.410858112355349,0.0605406070409366,-2.15780795395352,-1.10228472552338,-0.304372332708718,-0.0300463758686499,0.0299023334993532,-0.110914086566605,-1.07029874834621
49.92,-0.516150038800634,0.214072489115,0.766598102065909,0.0265108615237566,-0.302414031568338,0.0148890288278136,-1.01169816732115,0.206504276808648,-0.322866359224268,0.0644276171948646,1.23702203510283,0.0627563356245831,-1.11896838325737,-0.3941572751747,-0.105458959598221,-0.387084135096056,0.0300638168338927,-2.19215356131996,-1.09767735387797,-0.348661560959125,0.0135275572259399,0.0243160375392125,-0.070449461991924,-0.917639492270903
