Header,foot_Accel_X,foot_Accel_Y,foot_Accel_Z,foot_Gyro_X,foot_Gyro_Y,foot_Gyro_Z,shank_Accel_X,shank_Accel_Y,shank_Accel_Z,shank_Gyro_X,shank_Gyro_Y,shank_Gyro_Z,thigh_Accel_X,thigh_Accel_Y,thigh_Accel_Z,thigh_Gyro_X,thigh_Gyro_Y,thigh_Gyro_Z,trunk_Accel_X,trunk_Accel_Y,trunk_Accel_Z,trunk_Gyro_X,trunk_Gyro_Y,trunk_Gyro_Z
33.055,-0.522638400757358,0.244283799224014,0.813370912883497,-0.0160379453843776,0.00846867470353551,-0.22899408261698,-0.984278927044677,0.0244519834330261,-0.234059059320534,0.31676428381213,0.657645872240894,-0.144748541923965,-1.01797791473209,-0.216408438902595,0.0747426869273962,0.0493704173125874,0.399149053939267,-0.857999440959765,-0.866454385044901,0.0443927222423219,0.266186235735304,0.684155566131215,0.244653058408074,-0.0208802993098096
33.06,-0.525230567501295,0.246718963548387,0.807533635613,-7.28788640311468e-05,0.0200695391066095,-0.214743331616293,-0.986616314027772,0.0555962041478996,-0.244155608131482,0.384543232823803,0.655391742884839,-0.157866016316237,-1.03161324632821,-0.175026434659181,0.0532274021035538,0.178163990320342,0.43962687205483,-0.855976567265186,-0.892740676721988,0.0452689759989935,0.247568637599358,0.756898422275244,0.281042766972992,-0.0175645417739307
33.065,-0.517876244593681,0.243704095617147,0.809361279154069,0.0415750893680513,0.0304338115271982,-0.205781156791442,-0.990601487764225,0.0716720355371173,-0.240540411783902,0.383306698485074,0.64341836946686,-0.162154075446738,-1.0266490993033,-0.140041592097698,0.0316177645967748,0.280985501916174,0.480481203143468,-0.848114606508019,-0.910530687204666,0.0382167330013344,0.239371023634574,0.821658282601812,0.346253807523022,-0.0557087323788576
33.07,-0.515840551818947,0.249433499653267,0.812682885389819,0.046660546696035,0.0499505688312373,-0.193240521295793,-0.989045499335388,0.0663759201766313,-0.236982809669703,0.361719036974333,0.649864892612563,-0.182884008995935,-1.0096844316876,-0.125545401127126,0.0105864749750541,0.313100589506304,0.491014050054282,-0.84224825452135,-0.934826664917878,0.0460660434160747,0.223779022417263,0.879189728907017,0.423439244396841,-0.126822112441116
33.075,-0.512562732337512,0.251745058438694,0.81544704925939,0.0660730779989266,0.0555137582798863,-0.187326012386213,-0.992309089094245,0.0505005662244428,-0.226108426308598,0.359370281203732,0.643645043226811,-0.198498921241703,-0.997062319820346,-0.136070477701778,-0.0109724100420534,0.310926982394773,0.458329352021417,-0.816812958849105,-0.953325104945199,0.0491109778403384,0.218630234784059,0.889841576767605,0.456117538680884,-0.184712931249335
33.08,-0.503143923245261,0.253334002634861,0.818292381171683,0.0991260986627929,0.0687668679258974,-0.18152440874498,-0.993920505842444,0.0373853912903899,-0.215702377959402,0.380409494024324,0.639370517775688,-0.213978600206199,-0.988819143161032,-0.149263415764538,-0.0373054276595006,0.24023955971109,0.392843075872123,-0.780226909396739,-0.967964662824477,0.0624772432114706,0.216081334679028,0.874765890858417,0.453266465101639,-0.229058771943665
33.085,-0.511432048266885,0.250997492510864,0.823923787593953,0.120795149525027,0.0877375741338129,-0.182290089441847,-0.996121040580551,0.0221963765372883,-0.210630194504127,0.412912538492551,0.645269121904026,-0.213051564135369,-0.982526549605001,-0.157650741479172,-0.061254376445172,0.0736107512173431,0.309764161597457,-0.752793733285731,-0.977432203198621,0.0770473372458647,0.219326760790977,0.850685607568083,0.406267596133619,-0.255819173155102
33.09,-0.511121732010341,0.255742920731155,0.820185253008141,0.13630132379931,0.100748420837955,-0.180213304498647,-1.00241652295213,0.0206960215720421,-0.205183712216424,0.481560888503409,0.651815044277399,-0.225153101742382,-0.981295889505035,-0.169694982144565,-0.0740415304914462,-0.218908550039707,0.213197057268137,-0.740303036419021,-0.978296918926006,0.0806844719291695,0.218103168298779,0.809659986178697,0.340045874996809,-0.276622355432403
33.095,-0.507892853311357,0.259430953900626,0.815816616825412,0.151637336723635,0.114165982139707,-0.180589314262058,-1.00238395840224,0.0202884935464694,-0.202229644158777,0.538902011522944,0.652218804356354,-0.231793523282197,-0.983093097657709,-0.179862976019926,-0.0811521533504463,-0.453155670379489,0.143368460723934,-0.75115809432164,-0.978550627716032,0.088880259857557,0.211747288733247,0.759697766526402,0.286259367549184,-0.288141438227668
33.1,-0.518514970315194,0.261060955139314,0.812216359936037,0.158882908222579,0.124046606567381,-0.181321457028389,-0.993358080746231,0.0424212862438937,-0.196111331526716,0.593104810988001,0.661779782986848,-0.236404758962064,-0.980551825976376,-0.182605719556071,-0.0772317497478453,-0.626879782393176,0.0991313617523194,-0.757708601472679,-0.965625209617924,0.0885904322540082,0.207094483656544,0.709294176376979,0.240784224915954,-0.310486587358895
33.105,-0.515707586604334,0.261624710274912,0.81453159128744,0.177919446847862,0.136311321302308,-0.186415104111955,-0.986592831847374,0.0580265184670293,-0.21538898371601,0.587157595296491,0.669535154896739,-0.23382721086464,-0.983089776731658,-0.1973243249564,-0.0709080122145926,-0.705307973387246,0.0731849977524713,-0.740424509036517,-0.953589042819853,0.0847373042861293,0.210925751670795,0.678930610587382,0.217641387852873,-0.335485802815229
33.11,-0.515044658218272,0.254310119628483,0.811197701196795,0.182582456655466,0.146728147122631,-0.1852701791,-0.981899927553867,0.0458814542831074,-0.238291053535275,0.579352448506174,0.668545722961426,-0.243777124730526,-0.981788152260781,-0.194334577962409,-0.0716256038244057,-0.701157565540614,0.0687127255606933,-0.712823618415724,-0.943586448376667,0.0919453799664894,0.2099844627534,0.666440631007829,0.199433382921823,-0.367214503582575
