Header,section,HeelStrike,hip_sagittal
1.69,1,38.03680982,-10.2989254
1.695,1,38.65030675,-11.15065432
1.7,1,39.26380368,-12.00238323
1.705,1,39.87730061,-12.79086447
1.71,1,40.49079755,-13.5793457
1.715,1,41.10429448,-14.38340759
1.72,1,41.71779141,-15.18746948
1.725,1,42.33128834,-15.99843788
1.73,1,42.94478528,-16.80940628
1.735,1,43.55828221,-17.41111374
1.74,1,44.17177914,-18.0128212
1.745,1,44.78527607,-18.3180809
1.75,1,45.39877301,-18.62334061
1.755,1,46.01226994,-19.07638931
1.76,1,46.62576687,-19.52943802
1.765,1,47.2392638,-20.03909111
1.77,1,47.85276074,-20.5487442
1.775,1,48.46625767,-20.95441437
1.78,1,49.0797546,-21.36008453
1.785,1,49.69325153,-21.73522377
1.79,1,50.30674847,-22.11036301
1.795,1,50.9202454,-22.49933624
1.8,1,51.53374233,-22.88830948
1.805,1,52.14723926,-23.22862053
1.81,1,52.7607362,-23.56893158
1.815,1,53.37423313,-23.77608585
1.82,1,53.98773006,-23.98324013
1.825,1,54.60122699,-24.00262737
1.83,1,55.21472393,-24.02201462
1.835,1,55.82822086,-24.15882492
1.84,1,56.44171779,-24.29563522
1.845,1,57.05521472,-23.89412308
1.85,1,57.66871166,-23.49261093
1.855,1,58.28220859,-22.34586334
1.86,1,58.89570552,-21.19911575
1.865,1,59.50920245,-20.05897141
1.87,1,60.12269939,-18.91882706
1.875,1,60.73619632,-18.06533432
1.88,1,61.34969325,-17.21184158
1.885,1,61.96319018,-16.26178789
1.89,1,62.57668712,-15.3117342
1.895,1,63.19018405,-14.2749505
1.9,1,63.80368098,-13.23816681
1.905,1,64.41717791,-12.14744568
1.91,1,65.03067485,-11.05672455
1.915,1,65.64417178,-9.966696739
1.92,1,66.25766871,-8.87666893
1.925,1,66.87116564,-7.76471138
1.93,1,67.48466258,-6.65275383
1.935,1,68.09815951,-5.346289158
1.94,1,68.71165644,-4.039824486
1.945,1,69.32515337,-2.537621975
1.95,1,69.93865031,-1.035419464
1.955,1,70.55214724,0.492911816
1.96,1,71.16564417,2.021243095
1.965,1,71.7791411,3.69432354
1.97,1,72.39263804,5.367403984
1.975,1,73.00613497,6.993691444
1.98,1,73.6196319,8.619978905
1.985,1,74.23312883,10.03988075
1.99,1,74.84662577,11.4597826
1.995,1,75.4601227,12.9001112
2,1,76.07361963,14.3404398
2.005,1,76.68711656,15.64570475
2.01,1,77.3006135,16.9509697
2.015,1,77.91411043,18.33672714
2.02,1,78.52760736,19.72248459
2.025,1,79.14110429,20.80820274
2.03,1,79.75460123,21.8939209
2.035,1,80.36809816,23.04565811
2.04,1,80.98159509,24.19739532
2.045,1,81.59509202,25.09334183
2.05,1,82.20858896,25.98928833
2.055,1,82.82208589,26.25213623
2.06,1,83.43558282,26.51498413
2.065,1,84.04907975,27.45514488
2.07,1,84.66257669,28.39530563
2.075,1,85.27607362,29.1889019
2.08,1,85.88957055,29.98249817
2.085,1,86.50306748,30.52312279
2.09,1,87.11656442,31.06374741
2.095,1,87.73006135,31.52042961
2.1,1,88.34355828,31.97711182
2.105,1,88.95705521,32.68294525
2.11,1,89.57055215,33.38877869
2.115,1,90.18404908,33.89468956
2.12,1,90.79754601,34.40060043
2.125,1,91.41104294,34.8203373
2.13,1,92.02453988,35.24007416
2.135,1,92.63803681,35.28627586
2.14,1,93.25153374,35.33247757
2.145,1,93.86503067,35.55172729
2.15,1,94.47852761,35.77097702
2.155,1,95.09202454,35.96191025
2.16,1,95.70552147,36.15284348
2.165,1,96.3190184,36.19491768
2.17,1,96.93251534,36.23699188
2.175,1,97.54601227,36.33116531
2.18,1,98.1595092,36.42533875
2.185,1,98.77300613,36.33688164
2.19,1,99.38650307,36.24842453
2.195,1,100,36.23575783
2.2,2,0,36.22309113
2.205,2,0.09202454,36.60459518
2.21,2,0.18404908,36.98609924
2.215,2,0.27607362,35.32383347
2.22,2,0.36809816,33.66156769
2.225,2,0.460122699,32.77137756
2.23,2,0.552147239,31.88118744
2.235,2,0.644171779,31.94726944
2.24,2,0.736196319,32.01335144
2.245,2,0.828220859,30.89403152
2.25,2,0.920245399,29.77471161
2.255,2,1.012269939,30.5944767
2.26,2,1.104294479,31.41424179
2.265,2,1.196319018,29.82752228
2.27,2,1.288343558,28.24080276
